Soil_Type,Footing_Type,Cohesion_c,Angle_of_Friction_phi,Unit_Weight_gamma,Depth_of_Foundation_Df,Width_B,Factor_of_Safety,Nc,Nq,N_gamma,Ultimate_Bearing_Capacity_qu,Safe_Bearing_Capacity_qs
Clayey Loam,Isolated(Circular),22.53,30,18.99,2.39,1.14,2.5,30.14,18.4,22.4,1756.62,702.65
Alluvial,Isolated(Circular),21.49,30,17.53,2.22,1.25,3.0,30.14,18.4,22.4,1609.19,536.4
Clayey Loam,Strip,25.24,25,17.21,1.34,2.5,2.5,20.72,10.66,10.88,1002.86,401.14
Silty Clay Loam,Combined,14.02,20,18.38,1.26,1.89,2.5,14.83,6.4,5.39,449.75,179.9
Silty Clay Loam,Isolated(Rectangular),15.19,30,18.5,2.04,2.71,2.5,30.14,18.4,22.4,1713.75,685.5
Clayey Loam,Isolated(Rectangular),18.38,20,17.17,0.85,1.68,2.5,14.83,6.4,5.39,443.72,177.49
Alluvial,Combined,21.23,30,18.29,1.09,2.9,3.0,30.14,18.4,22.4,1600.76,533.59
Alluvial,Isolated(Rectangular),17.69,25,18.87,1.08,2.85,3.0,20.72,10.66,10.88,876.34,292.11
Clayey Loam,Isolated(Circular),26.91,30,17.87,2.44,1.72,3.0,30.14,18.4,22.4,1957.61,652.54
Silty Clay Loam,Isolated (Square),25.93,25,18.16,1.83,2.92,3.0,20.72,10.66,10.88,1180.0,393.33
Silty Clay Loam,Isolated (Square),16.54,30,18.53,1.6,1.57,2.5,30.14,18.4,22.4,1369.87,547.95
Silty Clay Loam,Isolated(Circular),21.9,25,18.79,2.09,2.46,3.0,20.72,10.66,10.88,1123.85,374.62
Alluvial,Isolated(Rectangular),23.29,20,18.76,1.11,2.44,3.0,14.83,6.4,5.39,602.02,200.67
Alluvial,Isolated(Circular),21.79,20,18.87,2.15,1.5,2.5,14.83,6.4,5.39,659.08,263.63
Silty Clay Loam,Combined,10.17,30,17.28,0.99,2.71,3.0,30.14,18.4,22.4,1145.78,381.93
Silty Clay Loam,Isolated(Circular),18.57,25,18.77,2.18,1.24,3.0,20.72,10.66,10.88,947.58,315.86
Silty Clay Loam,Isolated (Square),22.22,20,17.34,0.92,2.32,2.5,14.83,6.4,5.39,540.04,216.02
Clayey Loam,Combined,17.96,30,18.13,1.18,2.86,2.5,30.14,18.4,22.4,1515.69,606.28
Silty Clay Loam,Isolated(Circular),13.95,20,18.73,0.99,1.49,3.0,14.83,6.4,5.39,400.76,133.59
Silty Clay Loam,Isolated (Square),10.37,20,17.1,0.82,2.02,3.0,14.83,6.4,5.39,336.62,112.21
Clayey Loam,Strip,28.18,20,18.55,1.81,1.17,3.0,14.83,6.4,5.39,691.28,230.43
Alluvial,Isolated (Square),21.64,25,18.11,2.02,1.51,2.5,20.72,10.66,10.88,987.11,394.84
Alluvial,Isolated(Rectangular),11.06,25,18.99,1.87,2.61,2.5,20.72,10.66,10.88,877.34,350.94
Clayey Loam,Strip,27.28,30,17.15,1.55,2.42,2.5,30.14,18.4,22.4,1776.17,710.47
Clayey Loam,Strip,22.76,30,17.6,0.97,2.8,2.5,30.14,18.4,22.4,1552.05,620.82
Silty Clay Loam,Combined,24.34,20,18.63,1.78,2.1,3.0,14.83,6.4,5.39,678.63,226.21
Alluvial,Combined,29.67,25,17.96,2.28,1.09,2.5,20.72,10.66,10.88,1157.77,463.11
Clayey Loam,Combined,25.37,20,18.86,1.55,2.42,3.0,14.83,6.4,5.39,686.33,228.78
Alluvial,Isolated(Circular),22.66,25,18.87,1.64,1.24,2.5,20.72,10.66,10.88,926.7,370.68
Clayey Loam,Isolated(Rectangular),12.83,20,17.93,1.62,1.18,2.5,14.83,6.4,5.39,433.19,173.28
Silty Clay Loam,Isolated (Square),28.09,20,18.23,1.54,1.73,2.5,14.83,6.4,5.39,681.24,272.5
Silty Clay Loam,Strip,19.66,25,18.07,2.13,1.08,2.5,20.72,10.66,10.88,923.81,369.52
Alluvial,Isolated (Square),10.44,20,17.41,1.04,1.02,2.5,14.83,6.4,5.39,318.56,127.42
Alluvial,Isolated (Square),12.13,20,18.09,1.82,2.87,2.5,14.83,6.4,5.39,530.52,212.21
Clayey Loam,Isolated(Circular),21.78,30,17.29,2.27,2.56,3.0,30.14,18.4,22.4,1874.36,624.79
Silty Clay Loam,Strip,18.21,30,17.04,0.81,2.21,3.0,30.14,18.4,22.4,1224.59,408.2
Alluvial,Isolated (Square),13.55,20,17.34,1.77,2.73,3.0,14.83,6.4,5.39,524.95,174.98
Silty Clay Loam,Isolated(Rectangular),15.92,25,18.85,1.18,2.71,2.5,20.72,10.66,10.88,844.87,337.95
Silty Clay Loam,Isolated(Rectangular),13.3,30,17.08,1.23,2.38,2.5,30.14,18.4,22.4,1242.7,497.08
Alluvial,Isolated(Circular),18.59,25,17.18,1.97,2.84,3.0,20.72,10.66,10.88,1011.39,337.13
Silty Clay Loam,Strip,25.49,30,17.5,0.8,1.44,3.0,30.14,18.4,22.4,1308.11,436.04
Silty Clay Loam,Isolated (Square),13.72,30,17.57,0.94,1.82,2.5,30.14,18.4,22.4,1075.56,430.22
Alluvial,Isolated(Rectangular),26.77,30,18.19,2.18,2.05,2.5,30.14,18.4,22.4,1954.13,781.65
Clayey Loam,Isolated(Rectangular),12.84,25,17.59,1.86,1.3,3.0,20.72,10.66,10.88,739.21,246.4
Alluvial,Combined,25.39,20,17.13,0.88,1.05,2.5,14.83,6.4,5.39,521.48,208.59
Clayey Loam,Isolated(Rectangular),15.33,25,17.98,2.34,2.65,2.5,20.72,10.66,10.88,1025.34,410.14
Clayey Loam,Strip,26.36,30,17.59,0.83,2.99,3.0,30.14,18.4,22.4,1652.18,550.73
Silty Clay Loam,Isolated(Circular),19.78,20,18.2,1.0,1.04,3.0,14.83,6.4,5.39,460.83,153.61
Silty Clay Loam,Isolated (Square),14.13,25,17.43,2.01,2.82,2.5,20.72,10.66,10.88,933.63,373.45
Clayey Loam,Isolated (Square),20.21,30,17.45,1.08,1.04,3.0,30.14,18.4,22.4,1159.15,386.38
Clayey Loam,Combined,25.8,25,17.68,1.18,1.04,2.5,20.72,10.66,10.88,857.0,342.8
Clayey Loam,Combined,23.64,25,17.99,1.78,2.16,3.0,20.72,10.66,10.88,1042.57,347.52
Alluvial,Strip,23.09,30,18.55,1.19,1.77,2.5,30.14,18.4,22.4,1469.84,587.94
Alluvial,Combined,14.59,30,18.93,1.62,2.99,2.5,30.14,18.4,22.4,1637.94,655.18
Alluvial,Isolated(Circular),27.77,20,18.36,2.1,2.2,2.5,14.83,6.4,5.39,767.44,306.98
Clayey Loam,Isolated(Circular),18.15,25,18.88,2.04,2.41,2.5,20.72,10.66,10.88,1034.16,413.66
Silty Clay Loam,Isolated(Rectangular),15.64,30,18.15,2.08,1.64,3.0,30.14,18.4,22.4,1499.41,499.8
Clayey Loam,Isolated(Circular),10.5,25,17.12,1.18,1.16,2.5,20.72,10.66,10.88,540.94,216.38
Alluvial,Isolated(Rectangular),23.38,25,17.66,1.25,1.65,2.5,20.72,10.66,10.88,878.27,351.31
Clayey Loam,Strip,19.27,20,18.58,2.13,2.78,3.0,14.83,6.4,5.39,678.26,226.09
Silty Clay Loam,Combined,20.7,25,17.35,0.86,1.84,3.0,20.72,10.66,10.88,761.63,253.88
Silty Clay Loam,Isolated (Square),26.59,30,18.31,2.39,2.44,2.5,30.14,18.4,22.4,2107.0,842.8
Clayey Loam,Isolated (Square),15.88,20,18.19,0.85,1.6,2.5,14.83,6.4,5.39,412.89,165.16
Alluvial,Isolated(Circular),18.32,30,18.78,1.1,2.96,3.0,30.14,18.4,22.4,1554.87,518.29
Silty Clay Loam,Combined,13.85,20,17.02,1.66,2.96,2.5,14.83,6.4,5.39,521.99,208.8
Alluvial,Combined,24.93,30,17.86,1.05,1.28,2.5,30.14,18.4,22.4,1352.49,541.0
Silty Clay Loam,Isolated(Rectangular),29.51,25,17.9,1.22,2.39,3.0,20.72,10.66,10.88,1076.97,358.99
Clayey Loam,Strip,15.78,30,18.34,2.2,1.65,3.0,30.14,18.4,22.4,1556.94,518.98
Alluvial,Isolated (Square),26.82,20,17.47,2.04,1.82,3.0,14.83,6.4,5.39,711.52,237.17
Silty Clay Loam,Combined,28.76,25,17.19,1.06,1.31,2.5,20.72,10.66,10.88,912.65,365.06
Silty Clay Loam,Isolated(Rectangular),16.95,30,17.51,1.89,1.38,3.0,30.14,18.4,22.4,1390.44,463.48
Alluvial,Isolated(Circular),17.08,30,17.97,1.67,1.23,2.5,30.14,18.4,22.4,1314.53,525.81
Silty Clay Loam,Isolated(Rectangular),24.76,25,17.52,1.95,1.98,3.0,20.72,10.66,10.88,1065.93,355.31
Alluvial,Isolated (Square),19.7,20,18.09,1.67,2.58,3.0,14.83,6.4,5.39,611.28,203.76
Alluvial,Isolated(Circular),13.42,25,17.61,1.05,1.07,3.0,20.72,10.66,10.88,577.68,192.56
Alluvial,Combined,10.43,25,18.62,1.91,2.94,2.5,20.72,10.66,10.88,893.02,357.21
Clayey Loam,Isolated(Circular),25.77,25,17.81,1.57,1.8,3.0,20.72,10.66,10.88,1006.42,335.47
Clayey Loam,Isolated (Square),22.56,30,18.56,1.37,2.82,3.0,30.14,18.4,22.4,1734.02,578.01
Alluvial,Strip,13.32,20,18.64,2.3,2.06,2.5,14.83,6.4,5.39,575.4,230.16
Alluvial,Isolated(Rectangular),18.98,20,17.93,1.08,1.53,2.5,14.83,6.4,5.39,479.34,191.74
Clayey Loam,Isolated(Rectangular),29.92,30,18.61,1.93,2.92,3.0,30.14,18.4,22.4,2171.29,723.76
Clayey Loam,Combined,12.25,30,17.21,2.46,1.9,3.0,30.14,18.4,22.4,1514.44,504.81
Clayey Loam,Isolated (Square),24.62,30,17.83,2.29,1.21,3.0,30.14,18.4,22.4,1734.96,578.32
Alluvial,Combined,13.75,20,18.34,2.23,1.39,3.0,14.83,6.4,5.39,534.36,178.12
Clayey Loam,Isolated(Rectangular),20.16,25,18.8,2.07,1.88,2.5,20.72,10.66,10.88,1024.83,409.93
Silty Clay Loam,Strip,16.93,20,17.31,2.35,1.96,3.0,14.83,6.4,5.39,602.85,200.95
Alluvial,Strip,17.03,20,17.93,2.42,1.85,3.0,14.83,6.4,5.39,619.65,206.55
Alluvial,Isolated (Square),14.16,30,17.15,1.74,1.07,2.5,30.14,18.4,22.4,1181.38,472.55
Alluvial,Isolated(Rectangular),18.1,30,18.93,0.89,1.84,3.0,30.14,18.4,22.4,1245.64,415.21
Alluvial,Isolated(Circular),23.62,20,18.77,1.32,1.12,2.5,14.83,6.4,5.39,565.51,226.2
Clayey Loam,Isolated (Square),15.46,25,18.51,1.59,3.0,3.0,20.72,10.66,10.88,936.15,312.05
Clayey Loam,Isolated(Circular),13.05,30,18.14,1.87,1.81,2.5,30.14,18.4,22.4,1385.22,554.09
Clayey Loam,Isolated (Square),29.27,20,17.01,1.95,2.35,2.5,14.83,6.4,5.39,754.09,301.64
Alluvial,Isolated(Rectangular),24.25,25,18.88,1.35,1.81,3.0,20.72,10.66,10.88,960.06,320.02
Silty Clay Loam,Isolated (Square),21.21,30,17.98,2.03,1.74,3.0,30.14,18.4,22.4,1661.25,553.75
Alluvial,Isolated(Circular),12.56,25,18.29,1.79,1.61,2.5,20.72,10.66,10.88,769.43,307.77
Silty Clay Loam,Isolated(Circular),21.02,25,17.82,1.52,2.32,2.5,20.72,10.66,10.88,949.18,379.67
Silty Clay Loam,Combined,29.94,30,17.18,1.48,1.25,2.5,30.14,18.4,22.4,1610.76,644.3
Clayey Loam,Combined,28.53,30,17.71,1.89,2.63,2.5,30.14,18.4,22.4,1997.44,798.98
Alluvial,Isolated(Rectangular),18.6,30,18.76,1.3,1.39,2.5,30.14,18.4,22.4,1301.4,520.56
Clayey Loam,Isolated(Rectangular),18.96,30,17.71,1.04,2.71,3.0,30.14,18.4,22.4,1447.89,482.63
Alluvial,Isolated(Circular),24.98,30,18.6,2.2,1.46,2.5,30.14,18.4,22.4,1809.97,723.99
Clayey Loam,Combined,27.02,25,17.99,1.41,2.43,3.0,20.72,10.66,10.88,1068.07,356.02
Clayey Loam,Isolated(Rectangular),18.49,30,18.66,1.18,2.35,2.5,30.14,18.4,22.4,1453.57,581.43
Clayey Loam,Combined,17.24,20,17.38,1.65,1.03,3.0,14.83,6.4,5.39,487.45,162.48
Silty Clay Loam,Isolated(Rectangular),18.75,20,17.13,2.11,1.18,2.5,14.83,6.4,5.39,563.86,225.54
Silty Clay Loam,Isolated(Circular),20.22,30,18.65,1.65,2.28,2.5,30.14,18.4,22.4,1651.89,660.76
Clayey Loam,Isolated (Square),15.65,20,18.17,0.86,1.45,3.0,14.83,6.4,5.39,403.1,134.37
Silty Clay Loam,Isolated(Circular),22.34,30,18.25,1.07,1.28,2.5,30.14,18.4,22.4,1294.27,517.71
Silty Clay Loam,Isolated (Square),19.71,20,18.95,2.11,1.18,2.5,14.83,6.4,5.39,608.46,243.38
Clayey Loam,Combined,23.76,30,17.23,1.73,1.14,3.0,30.14,18.4,22.4,1484.58,494.86
Clayey Loam,Isolated(Circular),27.31,30,18.94,2.39,2.2,3.0,30.14,18.4,22.4,2122.71,707.57
Clayey Loam,Combined,12.06,20,17.56,0.87,1.02,3.0,14.83,6.4,5.39,324.89,108.3
Clayey Loam,Strip,11.23,30,19.0,2.09,2.54,3.0,30.14,18.4,22.4,1609.65,536.55
Clayey Loam,Combined,28.19,25,18.14,1.35,2.56,2.5,20.72,10.66,10.88,1097.77,439.11
Clayey Loam,Strip,10.39,25,17.68,1.01,1.27,3.0,20.72,10.66,10.88,527.78,175.93
Alluvial,Isolated(Circular),28.69,20,18.75,1.79,2.12,2.5,14.83,6.4,5.39,747.4,298.96
Clayey Loam,Strip,17.7,20,18.23,1.84,1.87,2.5,14.83,6.4,5.39,569.04,227.62
Silty Clay Loam,Combined,25.71,25,17.32,0.88,1.78,3.0,20.72,10.66,10.88,862.9,287.63
Alluvial,Isolated (Square),17.27,20,18.76,1.91,2.95,3.0,14.83,6.4,5.39,634.58,211.53
Silty Clay Loam,Isolated(Circular),17.34,25,18.73,1.18,1.98,3.0,20.72,10.66,10.88,796.63,265.54
Silty Clay Loam,Isolated (Square),13.89,30,18.22,1.44,2.03,2.5,30.14,18.4,22.4,1315.65,526.26
Silty Clay Loam,Combined,15.23,30,17.1,0.86,1.37,2.5,30.14,18.4,22.4,992.01,396.8
Clayey Loam,Combined,14.19,20,17.48,1.07,2.15,3.0,14.83,6.4,5.39,431.42,143.81
Silty Clay Loam,Strip,18.59,25,18.85,2.48,2.99,2.5,20.72,10.66,10.88,1190.13,476.05
Clayey Loam,Isolated(Rectangular),14.2,30,18.1,1.45,1.88,2.5,30.14,18.4,22.4,1292.01,516.8
Alluvial,Isolated(Rectangular),21.38,25,18.07,1.62,1.99,3.0,20.72,10.66,10.88,950.67,316.89
Silty Clay Loam,Combined,20.69,25,18.71,1.39,1.89,2.5,20.72,10.66,10.88,898.3,359.32
Alluvial,Isolated(Rectangular),16.09,30,17.66,1.69,2.11,3.0,30.14,18.4,22.4,1451.45,483.82
Clayey Loam,Strip,15.31,25,18.96,2.05,2.41,3.0,20.72,10.66,10.88,980.13,326.71
Silty Clay Loam,Strip,10.15,25,17.74,1.94,1.29,3.0,20.72,10.66,10.88,701.67,233.89
Clayey Loam,Isolated(Circular),29.85,30,18.68,1.36,1.34,3.0,30.14,18.4,22.4,1647.48,549.16
Alluvial,Isolated(Rectangular),25.5,30,17.46,2.12,2.72,3.0,30.14,18.4,22.4,1981.55,660.52
Silty Clay Loam,Isolated(Circular),23.8,20,18.51,1.04,2.09,3.0,14.83,6.4,5.39,580.42,193.47
Alluvial,Strip,21.25,20,17.51,2.13,2.5,2.5,14.83,6.4,5.39,671.81,268.72
Alluvial,Isolated(Rectangular),28.29,25,17.98,1.22,1.33,3.0,20.72,10.66,10.88,950.09,316.7
Silty Clay Loam,Combined,24.42,20,18.59,2.06,2.94,2.5,14.83,6.4,5.39,754.53,301.81
Clayey Loam,Isolated (Square),24.74,20,17.83,1.63,2.52,3.0,14.83,6.4,5.39,673.99,224.66
Clayey Loam,Isolated (Square),27.84,25,17.86,1.05,1.63,3.0,20.72,10.66,10.88,935.12,311.71
Clayey Loam,Combined,19.04,25,17.92,1.98,1.26,2.5,20.72,10.66,10.88,895.57,358.23
Alluvial,Isolated (Square),21.96,25,18.24,1.91,2.08,2.5,20.72,10.66,10.88,1032.78,413.11
Clayey Loam,Isolated(Rectangular),29.5,30,17.87,1.23,1.26,3.0,30.14,18.4,22.4,1545.75,515.25
Silty Clay Loam,Isolated(Rectangular),26.76,30,17.66,1.02,1.25,3.0,30.14,18.4,22.4,1385.23,461.74
Alluvial,Strip,11.92,20,18.37,0.88,1.87,2.5,14.83,6.4,5.39,372.81,149.12
Alluvial,Strip,18.9,25,17.53,1.47,1.69,3.0,20.72,10.66,10.88,827.47,275.82
Silty Clay Loam,Isolated(Circular),13.76,25,18.55,1.98,2.36,2.5,20.72,10.66,10.88,914.79,365.92
Clayey Loam,Strip,13.8,30,18.65,1.45,2.72,3.0,30.14,18.4,22.4,1481.67,493.89
Clayey Loam,Strip,12.47,20,18.49,1.52,2.97,3.0,14.83,6.4,5.39,512.8,170.93
Alluvial,Combined,20.63,25,18.76,1.62,1.8,3.0,20.72,10.66,10.88,935.12,311.71
Silty Clay Loam,Strip,23.95,30,17.76,2.05,2.36,3.0,30.14,18.4,22.4,1861.19,620.4
Clayey Loam,Isolated(Rectangular),17.02,30,18.99,2.04,2.97,2.5,30.14,18.4,22.4,1857.47,742.99
Alluvial,Strip,15.75,20,18.57,2.06,1.48,2.5,14.83,6.4,5.39,552.47,220.99
Silty Clay Loam,Strip,18.53,25,17.72,2.35,2.35,3.0,20.72,10.66,10.88,1054.38,351.46
Alluvial,Isolated(Rectangular),11.64,30,17.3,2.24,1.15,2.5,30.14,18.4,22.4,1286.69,514.68
Silty Clay Loam,Isolated (Square),25.6,20,18.4,1.87,2.58,2.5,14.83,6.4,5.39,727.8,291.12
Silty Clay Loam,Combined,17.34,25,17.24,2.33,2.37,3.0,20.72,10.66,10.88,1009.76,336.59
Clayey Loam,Isolated(Rectangular),23.41,20,18.53,2.25,2.31,2.5,14.83,6.4,5.39,729.36,291.74
Clayey Loam,Isolated(Circular),22.06,20,17.35,1.25,2.88,3.0,14.83,6.4,5.39,600.61,200.2
Clayey Loam,Isolated (Square),15.47,20,18.02,2.3,2.51,3.0,14.83,6.4,5.39,616.57,205.52
Clayey Loam,Isolated(Circular),12.02,25,17.45,0.84,1.08,3.0,20.72,10.66,10.88,507.83,169.28
Alluvial,Isolated (Square),24.16,25,17.13,1.98,1.74,3.0,20.72,10.66,10.88,1024.3,341.43
Silty Clay Loam,Strip,17.38,30,17.02,1.79,2.7,3.0,30.14,18.4,22.4,1599.09,533.03
Alluvial,Isolated(Rectangular),20.11,25,17.63,1.11,1.89,2.5,20.72,10.66,10.88,806.55,322.62
Silty Clay Loam,Combined,23.66,25,17.9,0.92,1.95,2.5,20.72,10.66,10.88,855.67,342.27
Silty Clay Loam,Combined,13.84,30,17.64,1.98,1.48,3.0,30.14,18.4,22.4,1352.2,450.73
Silty Clay Loam,Isolated(Circular),29.41,30,18.85,1.81,2.62,3.0,30.14,18.4,22.4,2067.33,689.11
Silty Clay Loam,Combined,13.25,25,17.42,1.75,1.13,3.0,20.72,10.66,10.88,706.59,235.53
Clayey Loam,Isolated (Square),16.83,20,18.54,2.0,1.64,2.5,14.83,6.4,5.39,568.84,227.54
Clayey Loam,Combined,27.03,30,17.08,1.55,1.56,2.5,30.14,18.4,22.4,1600.23,640.09
Clayey Loam,Combined,13.93,30,18.29,2.33,1.67,3.0,30.14,18.4,22.4,1546.08,515.36
Silty Clay Loam,Strip,13.32,20,17.26,1.25,1.19,2.5,14.83,6.4,5.39,390.97,156.39
Alluvial,Strip,22.71,25,18.73,1.08,2.02,2.5,20.72,10.66,10.88,892.01,356.8
Alluvial,Isolated(Circular),23.14,20,17.76,1.05,1.71,3.0,14.83,6.4,5.39,544.36,181.45
Alluvial,Strip,27.14,30,17.12,1.0,1.2,2.5,30.14,18.4,22.4,1363.1,545.24
Silty Clay Loam,Isolated (Square),10.65,20,18.22,2.17,1.26,3.0,14.83,6.4,5.39,472.85,157.62
Silty Clay Loam,Strip,11.23,20,18.65,2.4,2.34,2.5,14.83,6.4,5.39,570.62,228.25
Clayey Loam,Isolated (Square),10.56,25,17.93,0.84,2.04,3.0,20.72,10.66,10.88,578.34,192.78
Silty Clay Loam,Combined,23.54,30,18.6,1.18,1.45,2.5,30.14,18.4,22.4,1415.4,566.16
Silty Clay Loam,Combined,13.04,25,17.44,1.96,1.65,2.5,20.72,10.66,10.88,791.11,316.44
Clayey Loam,Isolated(Circular),11.25,30,18.46,1.98,2.09,2.5,30.14,18.4,22.4,1443.72,577.49
Silty Clay Loam,Isolated(Circular),16.37,30,17.87,1.05,1.86,3.0,30.14,18.4,22.4,1210.91,403.64
Alluvial,Strip,29.56,20,18.37,1.03,2.08,2.5,14.83,6.4,5.39,662.44,264.98
Clayey Loam,Isolated (Square),20.47,20,18.98,2.15,2.04,3.0,14.83,6.4,5.39,669.08,223.03
Alluvial,Isolated(Circular),28.04,20,18.98,1.39,1.47,3.0,14.83,6.4,5.39,659.87,219.96
Silty Clay Loam,Strip,15.74,20,18.63,2.34,1.89,2.5,14.83,6.4,5.39,607.32,242.93
Alluvial,Isolated(Rectangular),12.65,25,17.28,1.17,1.88,3.0,20.72,10.66,10.88,654.35,218.12
Alluvial,Isolated(Rectangular),17.48,20,17.35,2.39,2.63,3.0,14.83,6.4,5.39,647.59,215.86
Silty Clay Loam,Isolated (Square),27.54,30,17.41,0.81,2.5,3.0,30.14,18.4,22.4,1577.01,525.67
Silty Clay Loam,Strip,11.26,20,18.36,1.56,1.35,3.0,14.83,6.4,5.39,417.09,139.03
Alluvial,Combined,10.65,25,17.43,1.05,1.82,2.5,20.72,10.66,10.88,588.33,235.33
Clayey Loam,Isolated (Square),13.37,25,17.46,0.99,2.79,3.0,20.72,10.66,10.88,726.29,242.1
Alluvial,Isolated(Circular),15.36,25,18.76,0.86,2.51,2.5,20.72,10.66,10.88,746.4,298.56
Silty Clay Loam,Isolated(Rectangular),26.88,25,18.29,1.76,2.15,3.0,20.72,10.66,10.88,1114.02,371.34
Silty Clay Loam,Isolated (Square),16.91,30,18.26,1.35,2.69,2.5,30.14,18.4,22.4,1513.38,605.35
Clayey Loam,Isolated(Rectangular),15.41,30,17.3,1.9,1.56,2.5,30.14,18.4,22.4,1371.53,548.61
Alluvial,Isolated(Rectangular),14.68,25,18.39,1.01,2.93,2.5,20.72,10.66,10.88,795.29,318.12
Alluvial,Isolated(Circular),19.66,20,17.17,1.59,2.41,2.5,14.83,6.4,5.39,577.8,231.12
Silty Clay Loam,Strip,12.15,30,17.23,1.83,1.18,3.0,30.14,18.4,22.4,1174.08,391.36
Silty Clay Loam,Isolated (Square),18.26,25,17.67,1.06,2.37,2.5,20.72,10.66,10.88,805.83,322.33
Clayey Loam,Isolated (Square),29.76,25,18.13,1.06,1.25,3.0,20.72,10.66,10.88,944.77,314.92
Clayey Loam,Isolated(Circular),14.2,20,18.09,2.24,1.12,2.5,14.83,6.4,5.39,524.53,209.81
Clayey Loam,Strip,18.24,25,17.75,1.06,1.39,3.0,20.72,10.66,10.88,712.72,237.57
Silty Clay Loam,Isolated (Square),17.58,20,18.19,2.25,1.58,2.5,14.83,6.4,5.39,600.1,240.04
Silty Clay Loam,Isolated(Rectangular),24.88,20,17.78,0.84,2.1,2.5,14.83,6.4,5.39,565.18,226.07
Alluvial,Isolated (Square),21.81,25,18.38,2.44,1.17,2.5,20.72,10.66,10.88,1046.96,418.78
Silty Clay Loam,Isolated(Circular),18.53,30,17.29,1.8,2.48,2.5,30.14,18.4,22.4,1611.39,644.56
Silty Clay Loam,Strip,19.81,20,18.75,2.4,2.32,2.5,14.83,6.4,5.39,699.01,279.6
Clayey Loam,Isolated(Rectangular),25.38,25,17.45,1.66,1.19,3.0,20.72,10.66,10.88,947.63,315.88
Clayey Loam,Combined,25.91,20,18.35,1.36,2.11,3.0,14.83,6.4,5.39,648.31,216.1
Clayey Loam,Combined,18.6,25,17.13,0.87,2.64,3.0,20.72,10.66,10.88,790.27,263.42
Silty Clay Loam,Isolated(Circular),27.85,25,18.57,2.08,1.41,2.5,20.72,10.66,10.88,1131.24,452.5
Clayey Loam,Isolated(Circular),24.04,20,18.07,2.15,1.06,2.5,14.83,6.4,5.39,656.78,262.71
Silty Clay Loam,Strip,10.4,25,18.93,2.04,1.12,2.5,20.72,10.66,10.88,742.48,296.99
Silty Clay Loam,Isolated(Rectangular),16.67,30,18.4,1.43,2.36,3.0,30.14,18.4,22.4,1472.92,490.97
Alluvial,Isolated (Square),27.75,25,17.94,2.3,2.38,3.0,20.72,10.66,10.88,1247.11,415.7
Silty Clay Loam,Strip,26.46,25,19.0,2.45,1.5,2.5,20.72,10.66,10.88,1199.51,479.8
Clayey Loam,Strip,28.4,30,18.89,0.95,2.0,3.0,30.14,18.4,22.4,1609.31,536.44
Clayey Loam,Isolated(Circular),12.39,30,18.64,1.41,1.79,3.0,30.14,18.4,22.4,1230.73,410.24
Alluvial,Strip,23.82,25,18.63,2.15,1.82,2.5,20.72,10.66,10.88,1104.98,441.99
Alluvial,Isolated(Circular),11.88,25,17.18,1.49,1.53,3.0,20.72,10.66,10.88,662.02,220.67
Silty Clay Loam,Isolated(Circular),26.32,20,17.26,1.07,1.45,3.0,14.83,6.4,5.39,575.97,191.99
Silty Clay Loam,Strip,15.62,30,18.31,1.63,2.49,2.5,30.14,18.4,22.4,1530.57,612.23
Alluvial,Strip,18.08,25,18.26,1.88,2.75,3.0,20.72,10.66,10.88,1013.73,337.91
Alluvial,Isolated(Circular),16.06,25,18.4,1.07,1.01,3.0,20.72,10.66,10.88,643.73,214.58
Alluvial,Isolated(Rectangular),24.95,30,17.67,2.47,1.11,2.5,30.14,18.4,22.4,1774.73,709.89
Silty Clay Loam,Isolated (Square),28.34,20,17.5,0.95,1.96,2.5,14.83,6.4,5.39,619.12,247.65
Silty Clay Loam,Isolated (Square),27.62,30,17.51,2.4,2.07,2.5,30.14,18.4,22.4,2011.66,804.66
Silty Clay Loam,Isolated (Square),15.47,30,17.94,1.81,2.36,2.5,30.14,18.4,22.4,1537.93,615.17
Alluvial,Isolated(Rectangular),29.2,20,18.6,2.09,1.52,2.5,14.83,6.4,5.39,758.02,303.21
Clayey Loam,Strip,22.04,25,17.38,1.35,1.25,2.5,20.72,10.66,10.88,824.97,329.99
Clayey Loam,Strip,26.83,25,18.23,2.13,2.29,2.5,20.72,10.66,10.88,1196.95,478.78
Silty Clay Loam,Isolated(Circular),11.56,30,17.72,2.07,1.0,3.0,30.14,18.4,22.4,1221.8,407.27
Silty Clay Loam,Combined,19.61,30,17.48,2.28,2.4,2.5,30.14,18.4,22.4,1794.23,717.69
Alluvial,Isolated (Square),13.26,30,18.54,1.96,2.79,3.0,30.14,18.4,22.4,1647.62,549.21
Clayey Loam,Isolated (Square),28.33,25,17.45,2.33,2.77,3.0,20.72,10.66,10.88,1283.37,427.79
Alluvial,Strip,12.31,20,17.3,1.88,1.02,2.5,14.83,6.4,5.39,438.27,175.31
Silty Clay Loam,Combined,17.31,30,17.14,2.44,2.92,2.5,30.14,18.4,22.4,1851.79,740.72
Clayey Loam,Strip,23.1,25,17.17,1.08,1.8,3.0,20.72,10.66,10.88,844.44,281.48
Clayey Loam,Isolated(Rectangular),19.01,30,17.68,1.61,1.83,2.5,30.14,18.4,22.4,1459.08,583.63
Alluvial,Isolated (Square),20.06,30,17.14,2.48,1.02,3.0,30.14,18.4,22.4,1582.55,527.52
